State,Industry,Series ID,Month,Turnover
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2006 Oct,9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2006 Nov,8.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2006 Dec,8.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Jan,8.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Feb,6.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Mar,9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Apr,8.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 May,9.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Jun,10.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Jul,10.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Aug,10.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Sep,9.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Oct,10.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Nov,10
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2007 Dec,11.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Jan,9.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Feb,8.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Mar,9.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Apr,10.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 May,11.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Jun,11.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Jul,13.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Aug,10.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Sep,11
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Oct,11
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Nov,11.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2008 Dec,11.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Jan,9.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Feb,8.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Mar,10.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Apr,7.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 May,8.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Jun,9.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Jul,8.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Aug,8.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Sep,8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Oct,9.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Nov,9.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2009 Dec,9.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Jan,8.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Feb,7.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Mar,9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Apr,7.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 May,8.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Jun,9.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Jul,8.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Aug,8.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Sep,7.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Oct,9.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Nov,8.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2010 Dec,9.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Jan,7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Feb,7.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Mar,8.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Apr,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 May,8.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Jun,8.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Jul,7.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Aug,8.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Sep,8.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Oct,8.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Nov,9.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2011 Dec,8.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Jan,8.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Feb,7.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Mar,7.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Apr,7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 May,7.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Jun,8.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Jul,9.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Aug,7.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Sep,7.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Oct,7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Nov,6.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2012 Dec,7.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Jan,5.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Feb,5.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Mar,5.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Apr,5.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 May,7.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Jun,6.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Jul,6.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Aug,6.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Sep,6.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Oct,7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Nov,6.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2013 Dec,7.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Jan,7.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Feb,7.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Mar,7.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Apr,7.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 May,8.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Jun,9.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Jul,8.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Aug,8.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Sep,9.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Oct,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Nov,8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2014 Dec,8.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Jan,8.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Feb,6.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Mar,8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Apr,7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 May,7.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Jun,9.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Jul,7.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Aug,8.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Sep,8.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Oct,8.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Nov,7.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2015 Dec,8.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Jan,8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Feb,6.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Mar,7.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Apr,7.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 May,7.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Jun,8.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Jul,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Aug,8.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Sep,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Oct,8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Nov,8.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2016 Dec,9.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Jan,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Feb,6.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Mar,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Apr,7.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 May,9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Jun,10.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Jul,8.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Aug,8.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Sep,8.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Oct,8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Nov,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2017 Dec,9.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Jan,7.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Feb,7.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Mar,7.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Apr,8.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 May,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Jun,9.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Jul,8.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Aug,7.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Sep,8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Oct,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Nov,8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2018 Dec,9.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Jan,7.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Feb,6.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Mar,7.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Apr,6.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 May,7.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Jun,7.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Jul,7.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Aug,7.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Sep,7.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Oct,7.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Nov,7.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2019 Dec,8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Jan,6.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Feb,6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Mar,7.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Apr,5.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 May,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Jun,9.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Jul,9.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Aug,9.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Sep,9.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Oct,10.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Nov,9.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2020 Dec,11.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Jan,8.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Feb,7.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Mar,8.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Apr,8.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 May,8.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Jun,8.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Jul,9.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Aug,9.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Sep,9.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Oct,10.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Nov,9.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2021 Dec,12
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Jan,8.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Feb,8.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Mar,10.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Apr,8.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 May,9.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Jun,10.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Jul,9.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Aug,10.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Sep,9.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Oct,9.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Nov,10.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2022 Dec,10.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Jan,9.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Feb,8.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Mar,9.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Apr,9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 May,9.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Jun,10.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Jul,10.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Aug,9.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Sep,9.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Oct,10.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Nov,11.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2023 Dec,10.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Jan,9.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Feb,8.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Mar,10.5
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Apr,9.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 May,9.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Jun,10.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Jul,10.4
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Aug,9.9
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Sep,9.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Oct,9.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Nov,11.8
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2024 Dec,12.7
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2025 Jan,10.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2025 Feb,9.2
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2025 Mar,10.3
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2025 Apr,9.1
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2025 May,10.6
Northern Territory,"Furniture, floor coverings, houseware and textile goods retailing",A3349526J,2025 Jun,12.3
